ID,INITIAL,GOAL,BEBAN MUATAN (TON),REWARD,JENIS
1673,Kabupaten Bojonegoro,Kabupaten Situbondo,25,1775000,PADAT
1674,Kabupaten Bojonegoro,Kabupaten Situbondo,30,1950000,CAIR
1675,Kabupaten Bojonegoro,Kabupaten Probolinggo,15,1167500,GAS
1676,Kabupaten Bojonegoro,Kabupaten Probolinggo,25,1517500,PADAT
1677,Kabupaten Bojonegoro,Kabupaten Probolinggo,30,1692500,CAIR
1678,Kabupaten Bojonegoro,Kota Pasuruan,15,1070000,GAS
1679,Kabupaten Bojonegoro,Kota Pasuruan,25,1420000,PADAT
1680,Kabupaten Bojonegoro,Kota Pasuruan,30,1595000,CAIR
1681,Kabupaten Bojonegoro,Kabupaten Sidoarjo,15,962500,GAS
1682,Kabupaten Bojonegoro,Kabupaten Sidoarjo,25,1312500,PADAT
1683,Kabupaten Bojonegoro,Kabupaten Sidoarjo,30,1487500,CAIR
1684,Kabupaten Bojonegoro,Kota Mojokerto,15,850000,GAS
1685,Kabupaten Bojonegoro,Kota Mojokerto,25,1200000,PADAT
1686,Kabupaten Bojonegoro,Kota Mojokerto,30,1375000,CAIR
1687,Kabupaten Bojonegoro,Kabupaten Jombang,15,785000,GAS
1688,Kabupaten Bojonegoro,Kabupaten Jombang,25,1135000,PADAT
1689,Kabupaten Bojonegoro,Kabupaten Jombang,30,1310000,CAIR
1690,Kabupaten Bojonegoro,Kabupaten Nganjuk,15,687500,GAS
1691,Kabupaten Bojonegoro,Kabupaten Nganjuk,25,1037500,PADAT
1692,Kabupaten Bojonegoro,Kabupaten Nganjuk,30,1212500,CAIR
1693,Kabupaten Bojonegoro,Kota Madiun,15,777500,GAS
1694,Kabupaten Bojonegoro,Kota Madiun,25,1127500,PADAT
1695,Kabupaten Bojonegoro,Kota Madiun,30,1302500,CAIR
1696,Kabupaten Bojonegoro,Kabupaten Magetan,15,795000,GAS
1697,Kabupaten Bojonegoro,Kabupaten Magetan,25,1145000,PADAT
1698,Kabupaten Bojonegoro,Kabupaten Magetan,30,1320000,CAIR
1699,Kabupaten Bojonegoro,Kabupaten Ngawi,15,707500,GAS
1700,Kabupaten Bojonegoro,Kabupaten Ngawi,25,1057500,PADAT
1701,Kabupaten Bojonegoro,Kabupaten Ngawi,30,1232500,CAIR
1702,Kabupaten Bojonegoro,Kabupaten Tuban,15,640000,GAS
1703,Kabupaten Bojonegoro,Kabupaten Tuban,25,990000,PADAT
1704,Kabupaten Bojonegoro,Kabupaten Tuban,30,1165000,CAIR
1705,Kabupaten Bojonegoro,Kabupaten Lamongan,15,690000,GAS
1706,Kabupaten Bojonegoro,Kabupaten Lamongan,25,1040000,PADAT
1707,Kabupaten Bojonegoro,Kabupaten Lamongan,30,1215000,CAIR
1708,Kabupaten Bojonegoro,Kabupaten Gresik,15,762500,GAS
1709,Kabupaten Bojonegoro,Kabupaten Gresik,25,1112500,PADAT
1710,Kabupaten Bojonegoro,Kabupaten Gresik,30,1287500,CAIR
1711,Kabupaten Bojonegoro,Kabupaten Bangkalan,15,875000,GAS
1712,Kabupaten Bojonegoro,Kabupaten Bangkalan,25,1225000,PADAT
1713,Kabupaten Bojonegoro,Kabupaten Bangkalan,30,1400000,CAIR
1714,Kabupaten Bojonegoro,Kabupaten Sampang,15,1000000,GAS
1715,Kabupaten Bojonegoro,Kabupaten Sampang,25,1350000,PADAT
1716,Kabupaten Bojonegoro,Kabupaten Sampang,30,1525000,CAIR
1717,Kabupaten Bojonegoro,Kabupaten Pamekasan,15,1077500,GAS
1718,Kabupaten Bojonegoro,Kabupaten Pamekasan,25,1427500,PADAT
1719,Kabupaten Bojonegoro,Kabupaten Pamekasan,30,1602500,CAIR
1720,Kabupaten Bojonegoro,Kabupaten Sumenep,15,1210000,GAS
1721,Kabupaten Bojonegoro,Kabupaten Sumenep,25,1560000,PADAT
1722,Kabupaten Bojonegoro,Kabupaten Sumenep,30,1735000,CAIR
1723,Kabupaten Tuban,Kabupaten Pacitan,15,1222500,GAS
1724,Kabupaten Tuban,Kabupaten Pacitan,25,1572500,PADAT
1725,Kabupaten Tuban,Kabupaten Pacitan,30,1747500,CAIR
1726,Kabupaten Tuban,Kabupaten Ponorogo,15,1032500,GAS
1727,Kabupaten Tuban,Kabupaten Ponorogo,25,1382500,PADAT
1728,Kabupaten Tuban,Kabupaten Ponorogo,30,1557500,CAIR
1729,Kabupaten Tuban,Kabupaten Trenggalek,15,992500,GAS
1730,Kabupaten Tuban,Kabupaten Trenggalek,25,1342500,PADAT
1731,Kabupaten Tuban,Kabupaten Trenggalek,30,1517500,CAIR
1732,Kabupaten Tuban,Kabupaten Tulungagung,15,920000,GAS
1733,Kabupaten Tuban,Kabupaten Tulungagung,25,1270000,PADAT
1734,Kabupaten Tuban,Kabupaten Tulungagung,30,1445000,CAIR
1735,Kabupaten Tuban,Kabupaten Kediri,15,845000,GAS
1736,Kabupaten Tuban,Kabupaten Kediri,25,1195000,PADAT
1737,Kabupaten Tuban,Kabupaten Kediri,30,1370000,CAIR
1738,Kabupaten Tuban,Kabupaten Lumajang,15,1132500,GAS
1739,Kabupaten Tuban,Kabupaten Lumajang,25,1482500,PADAT
1740,Kabupaten Tuban,Kabupaten Lumajang,30,1657500,CAIR
1741,Kabupaten Tuban,Kabupaten Jember,15,1255000,GAS
1742,Kabupaten Tuban,Kabupaten Jember,25,1605000,PADAT
1743,Kabupaten Tuban,Kabupaten Jember,30,1780000,CAIR
1744,Kabupaten Tuban,Kabupaten Banyuwangi,15,1525000,GAS
1745,Kabupaten Tuban,Kabupaten Banyuwangi,25,1875000,PADAT
1746,Kabupaten Tuban,Kabupaten Banyuwangi,30,2050000,CAIR
1747,Kabupaten Tuban,Kabupaten Bondowoso,15,1280000,GAS
1748,Kabupaten Tuban,Kabupaten Bondowoso,25,1630000,PADAT
1749,Kabupaten Tuban,Kabupaten Bondowoso,30,1805000,CAIR
1750,Kabupaten Tuban,Kabupaten Situbondo,15,1292500,GAS
1751,Kabupaten Tuban,Kabupaten Situbondo,25,1642500,PADAT
1752,Kabupaten Tuban,Kabupaten Situbondo,30,1817500,CAIR
1753,Kabupaten Tuban,Kabupaten Probolinggo,15,1032500,GAS
1754,Kabupaten Tuban,Kabupaten Probolinggo,25,1382500,PADAT
1755,Kabupaten Tuban,Kabupaten Probolinggo,30,1557500,CAIR
1756,Kabupaten Tuban,Kota Pasuruan,15,935000,GAS
1757,Kabupaten Tuban,Kota Pasuruan,25,1285000,PADAT
1758,Kabupaten Tuban,Kota Pasuruan,30,1460000,CAIR
1759,Kabupaten Tuban,Kabupaten Sidoarjo,15,830000,GAS
1760,Kabupaten Tuban,Kabupaten Sidoarjo,25,1180000,PADAT
1761,Kabupaten Tuban,Kabupaten Sidoarjo,30,1355000,CAIR
1762,Kabupaten Tuban,Kota Mojokerto,15,760000,GAS
1763,Kabupaten Tuban,Kota Mojokerto,25,1110000,PADAT
1764,Kabupaten Tuban,Kota Mojokerto,30,1285000,CAIR
1765,Kabupaten Tuban,Kabupaten Jombang,15,737500,GAS
1766,Kabupaten Tuban,Kabupaten Jombang,25,1087500,PADAT
1767,Kabupaten Tuban,Kabupaten Jombang,30,1262500,CAIR
1768,Kabupaten Tuban,Kabupaten Nganjuk,15,835000,GAS
1769,Kabupaten Tuban,Kabupaten Nganjuk,25,1185000,PADAT
1770,Kabupaten Tuban,Kabupaten Nganjuk,30,1360000,CAIR
1771,Kabupaten Tuban,Kota Madiun,15,957500,GAS
1772,Kabupaten Tuban,Kota Madiun,25,1307500,PADAT
1773,Kabupaten Tuban,Kota Madiun,30,1482500,CAIR
1774,Kabupaten Tuban,Kabupaten Magetan,15,907500,GAS
1775,Kabupaten Tuban,Kabupaten Magetan,25,1257500,PADAT
1776,Kabupaten Tuban,Kabupaten Magetan,30,1432500,CAIR
1777,Kabupaten Tuban,Kabupaten Ngawi,15,820000,GAS
1778,Kabupaten Tuban,Kabupaten Ngawi,25,1170000,PADAT
1779,Kabupaten Tuban,Kabupaten Ngawi,30,1345000,CAIR
1780,Kabupaten Tuban,Kabupaten Bojonegoro,15,642500,GAS
1781,Kabupaten Tuban,Kabupaten Bojonegoro,25,992500,PADAT
1782,Kabupaten Tuban,Kabupaten Bojonegoro,30,1167500,CAIR
1783,Kabupaten Tuban,Kabupaten Lamongan,15,665000,GAS
1784,Kabupaten Tuban,Kabupaten Lamongan,25,1015000,PADAT
1785,Kabupaten Tuban,Kabupaten Lamongan,30,1190000,CAIR
1786,Kabupaten Tuban,Kabupaten Gresik,15,735000,GAS
1787,Kabupaten Tuban,Kabupaten Gresik,25,1085000,PADAT
1788,Kabupaten Tuban,Kabupaten Gresik,30,1260000,CAIR
1789,Kabupaten Tuban,Kabupaten Bangkalan,15,850000,GAS
1790,Kabupaten Tuban,Kabupaten Bangkalan,25,1200000,PADAT
1791,Kabupaten Tuban,Kabupaten Bangkalan,30,1375000,CAIR
1792,Kabupaten Tuban,Kabupaten Sampang,15,975000,GAS
1793,Kabupaten Tuban,Kabupaten Sampang,25,1325000,PADAT
1794,Kabupaten Tuban,Kabupaten Sampang,30,1500000,CAIR
1795,Kabupaten Tuban,Kabupaten Pamekasan,15,1050000,GAS
1796,Kabupaten Tuban,Kabupaten Pamekasan,25,1400000,PADAT
1797,Kabupaten Tuban,Kabupaten Pamekasan,30,1575000,CAIR
1798,Kabupaten Tuban,Kabupaten Sumenep,15,1182500,GAS
1799,Kabupaten Tuban,Kabupaten Sumenep,25,1532500,PADAT
1800,Kabupaten Tuban,Kabupaten Sumenep,30,1707500,CAIR
1801,Kabupaten Lamongan,Kabupaten Pacitan,15,1190000,GAS
1802,Kabupaten Lamongan,Kabupaten Pacitan,25,1540000,PADAT
1803,Kabupaten Lamongan,Kabupaten Pacitan,30,1715000,CAIR
1804,Kabupaten Lamongan,Kabupaten Ponorogo,15,1000000,GAS
1805,Kabupaten Lamongan,Kabupaten Ponorogo,25,1350000,PADAT
1806,Kabupaten Lamongan,Kabupaten Ponorogo,30,1525000,CAIR
1807,Kabupaten Lamongan,Kabupaten Trenggalek,15,960000,GAS
1808,Kabupaten Lamongan,Kabupaten Trenggalek,25,1310000,PADAT
1809,Kabupaten Lamongan,Kabupaten Trenggalek,30,1485000,CAIR
1810,Kabupaten Lamongan,Kabupaten Tulungagung,15,887500,GAS
1811,Kabupaten Lamongan,Kabupaten Tulungagung,25,1237500,PADAT
1812,Kabupaten Lamongan,Kabupaten Tulungagung,30,1412500,CAIR
1813,Kabupaten Lamongan,Kabupaten Kediri,15,812500,GAS
1814,Kabupaten Lamongan,Kabupaten Kediri,25,1162500,PADAT
1815,Kabupaten Lamongan,Kabupaten Kediri,30,1337500,CAIR
1816,Kabupaten Lamongan,Kabupaten Lumajang,15,995000,GAS
1817,Kabupaten Lamongan,Kabupaten Lumajang,25,1345000,PADAT
1818,Kabupaten Lamongan,Kabupaten Lumajang,30,1520000,CAIR
1819,Kabupaten Lamongan,Kabupaten Jember,15,1120000,GAS
1820,Kabupaten Lamongan,Kabupaten Jember,25,1470000,PADAT
1821,Kabupaten Lamongan,Kabupaten Jember,30,1645000,CAIR
1822,Kabupaten Lamongan,Kabupaten Banyuwangi,15,1390000,GAS
1823,Kabupaten Lamongan,Kabupaten Banyuwangi,25,1740000,PADAT
1824,Kabupaten Lamongan,Kabupaten Banyuwangi,30,1915000,CAIR
1825,Kabupaten Lamongan,Kabupaten Bondowoso,15,1145000,GAS
1826,Kabupaten Lamongan,Kabupaten Bondowoso,25,1495000,PADAT
1827,Kabupaten Lamongan,Kabupaten Bondowoso,30,1670000,CAIR
1828,Kabupaten Lamongan,Kabupaten Situbondo,15,1155000,GAS
1829,Kabupaten Lamongan,Kabupaten Situbondo,25,1505000,PADAT
1830,Kabupaten Lamongan,Kabupaten Situbondo,30,1680000,CAIR
1831,Kabupaten Lamongan,Kabupaten Probolinggo,15,897500,GAS
1832,Kabupaten Lamongan,Kabupaten Probolinggo,25,1247500,PADAT
1833,Kabupaten Lamongan,Kabupaten Probolinggo,30,1422500,CAIR
1834,Kabupaten Lamongan,Kota Pasuruan,15,800000,GAS
1835,Kabupaten Lamongan,Kota Pasuruan,25,1150000,PADAT
1836,Kabupaten Lamongan,Kota Pasuruan,30,1325000,CAIR
1837,Kabupaten Lamongan,Kabupaten Sidoarjo,15,692500,GAS
1838,Kabupaten Lamongan,Kabupaten Sidoarjo,25,1042500,PADAT
1839,Kabupaten Lamongan,Kabupaten Sidoarjo,30,1217500,CAIR
1840,Kabupaten Lamongan,Kota Mojokerto,15,650000,GAS
1841,Kabupaten Lamongan,Kota Mojokerto,25,1000000,PADAT
1842,Kabupaten Lamongan,Kota Mojokerto,30,1175000,CAIR
1843,Kabupaten Lamongan,Kabupaten Jombang,15,712500,GAS
1844,Kabupaten Lamongan,Kabupaten Jombang,25,1062500,PADAT
1845,Kabupaten Lamongan,Kabupaten Jombang,30,1237500,CAIR
1846,Kabupaten Lamongan,Kabupaten Nganjuk,15,802500,GAS
1847,Kabupaten Lamongan,Kabupaten Nganjuk,25,1152500,PADAT
1848,Kabupaten Lamongan,Kabupaten Nganjuk,30,1327500,CAIR
1849,Kabupaten Lamongan,Kota Madiun,15,925000,GAS
1850,Kabupaten Lamongan,Kota Madiun,25,1275000,PADAT
1851,Kabupaten Lamongan,Kota Madiun,30,1450000,CAIR
1852,Kabupaten Lamongan,Kabupaten Magetan,15,985000,GAS
1853,Kabupaten Lamongan,Kabupaten Magetan,25,1335000,PADAT
1854,Kabupaten Lamongan,Kabupaten Magetan,30,1510000,CAIR
1855,Kabupaten Lamongan,Kabupaten Ngawi,15,975000,GAS
1856,Kabupaten Lamongan,Kabupaten Ngawi,25,1325000,PADAT
1857,Kabupaten Lamongan,Kabupaten Ngawi,30,1500000,CAIR
1858,Kabupaten Lamongan,Kabupaten Bojonegoro,15,695000,GAS
1859,Kabupaten Lamongan,Kabupaten Bojonegoro,25,1045000,PADAT
1860,Kabupaten Lamongan,Kabupaten Bojonegoro,30,1220000,CAIR
1861,Kabupaten Lamongan,Kabupaten Tuban,15,662500,GAS
1862,Kabupaten Lamongan,Kabupaten Tuban,25,1012500,PADAT
1863,Kabupaten Lamongan,Kabupaten Tuban,30,1187500,CAIR
1864,Kabupaten Lamongan,Kabupaten Gresik,15,600000,GAS
1865,Kabupaten Lamongan,Kabupaten Gresik,25,950000,PADAT
1866,Kabupaten Lamongan,Kabupaten Gresik,30,1125000,CAIR
1867,Kabupaten Lamongan,Kabupaten Bangkalan,15,715000,GAS
1868,Kabupaten Lamongan,Kabupaten Bangkalan,25,1065000,PADAT
1869,Kabupaten Lamongan,Kabupaten Bangkalan,30,1240000,CAIR
1870,Kabupaten Lamongan,Kabupaten Sampang,15,837500,GAS
1871,Kabupaten Lamongan,Kabupaten Sampang,25,1187500,PADAT
1872,Kabupaten Lamongan,Kabupaten Sampang,30,1362500,CAIR
1873,Kabupaten Lamongan,Kabupaten Pamekasan,15,915000,GAS
1874,Kabupaten Lamongan,Kabupaten Pamekasan,25,1265000,PADAT
1875,Kabupaten Lamongan,Kabupaten Pamekasan,30,1440000,CAIR
1876,Kabupaten Lamongan,Kabupaten Sumenep,15,1047500,GAS
1877,Kabupaten Lamongan,Kabupaten Sumenep,25,1397500,PADAT
1878,Kabupaten Lamongan,Kabupaten Sumenep,30,1572500,CAIR
1879,Kabupaten Gresik,Kabupaten Pacitan,15,1220000,GAS
1880,Kabupaten Gresik,Kabupaten Pacitan,25,1570000,PADAT
1881,Kabupaten Gresik,Kabupaten Pacitan,30,1745000,CAIR
1882,Kabupaten Gresik,Kabupaten Ponorogo,15,1027500,GAS
1883,Kabupaten Gresik,Kabupaten Ponorogo,25,1377500,PADAT
1884,Kabupaten Gresik,Kabupaten Ponorogo,30,1552500,CAIR
1885,Kabupaten Gresik,Kabupaten Trenggalek,15,990000,GAS
1886,Kabupaten Gresik,Kabupaten Trenggalek,25,1340000,PADAT
1887,Kabupaten Gresik,Kabupaten Trenggalek,30,1515000,CAIR
1888,Kabupaten Gresik,Kabupaten Tulungagung,15,917500,GAS
1889,Kabupaten Gresik,Kabupaten Tulungagung,25,1267500,PADAT
1890,Kabupaten Gresik,Kabupaten Tulungagung,30,1442500,CAIR
1891,Kabupaten Gresik,Kabupaten Kediri,15,842500,GAS
1892,Kabupaten Gresik,Kabupaten Kediri,25,1192500,PADAT
1893,Kabupaten Gresik,Kabupaten Kediri,30,1367500,CAIR
1894,Kabupaten Gresik,Kabupaten Lumajang,15,937500,GAS
1895,Kabupaten Gresik,Kabupaten Lumajang,25,1287500,PADAT
1896,Kabupaten Gresik,Kabupaten Lumajang,30,1462500,CAIR
1897,Kabupaten Gresik,Kabupaten Jember,15,1062500,GAS
1898,Kabupaten Gresik,Kabupaten Jember,25,1412500,PADAT
1899,Kabupaten Gresik,Kabupaten Jember,30,1587500,CAIR
1900,Kabupaten Gresik,Kabupaten Banyuwangi,15,1332500,GAS
1901,Kabupaten Gresik,Kabupaten Banyuwangi,25,1682500,PADAT
1902,Kabupaten Gresik,Kabupaten Banyuwangi,30,1857500,CAIR
1903,Kabupaten Gresik,Kabupaten Bondowoso,15,1087500,GAS
1904,Kabupaten Gresik,Kabupaten Bondowoso,25,1437500,PADAT
1905,Kabupaten Gresik,Kabupaten Bondowoso,30,1612500,CAIR
1906,Kabupaten Gresik,Kabupaten Situbondo,15,1097500,GAS
1907,Kabupaten Gresik,Kabupaten Situbondo,25,1447500,PADAT
1908,Kabupaten Gresik,Kabupaten Situbondo,30,1622500,CAIR
1909,Kabupaten Gresik,Kabupaten Probolinggo,15,840000,GAS
1910,Kabupaten Gresik,Kabupaten Probolinggo,25,1190000,PADAT
1911,Kabupaten Gresik,Kabupaten Probolinggo,30,1365000,CAIR
1912,Kabupaten Gresik,Kota Pasuruan,15,742500,GAS
1913,Kabupaten Gresik,Kota Pasuruan,25,1092500,PADAT
1914,Kabupaten Gresik,Kota Pasuruan,30,1267500,CAIR
1915,Kabupaten Gresik,Kabupaten Sidoarjo,15,635000,GAS
1916,Kabupaten Gresik,Kabupaten Sidoarjo,25,985000,PADAT
1917,Kabupaten Gresik,Kabupaten Sidoarjo,30,1160000,CAIR
1918,Kabupaten Gresik,Kota Mojokerto,15,662500,GAS
1919,Kabupaten Gresik,Kota Mojokerto,25,1012500,PADAT
1920,Kabupaten Gresik,Kota Mojokerto,30,1187500,CAIR
1921,Kabupaten Gresik,Kabupaten Jombang,15,745000,GAS
1922,Kabupaten Gresik,Kabupaten Jombang,25,1095000,PADAT
1923,Kabupaten Gresik,Kabupaten Jombang,30,1270000,CAIR
1924,Kabupaten Gresik,Kabupaten Nganjuk,15,830000,GAS
1925,Kabupaten Gresik,Kabupaten Nganjuk,25,1180000,PADAT
1926,Kabupaten Gresik,Kabupaten Nganjuk,30,1355000,CAIR
1927,Kabupaten Gresik,Kota Madiun,15,955000,GAS
1928,Kabupaten Gresik,Kota Madiun,25,1305000,PADAT
1929,Kabupaten Gresik,Kota Madiun,30,1480000,CAIR
1930,Kabupaten Gresik,Kabupaten Magetan,15,1015000,GAS
1931,Kabupaten Gresik,Kabupaten Magetan,25,1365000,PADAT
1932,Kabupaten Gresik,Kabupaten Magetan,30,1540000,CAIR
1933,Kabupaten Gresik,Kabupaten Ngawi,15,1005000,GAS
1934,Kabupaten Gresik,Kabupaten Ngawi,25,1355000,PADAT
1935,Kabupaten Gresik,Kabupaten Ngawi,30,1530000,CAIR
1936,Kabupaten Gresik,Kabupaten Bojonegoro,15,762500,GAS
1937,Kabupaten Gresik,Kabupaten Bojonegoro,25,1112500,PADAT
1938,Kabupaten Gresik,Kabupaten Bojonegoro,30,1287500,CAIR
1939,Kabupaten Gresik,Kabupaten Tuban,15,735000,GAS
1940,Kabupaten Gresik,Kabupaten Tuban,25,1085000,PADAT
1941,Kabupaten Gresik,Kabupaten Tuban,30,1260000,CAIR
1942,Kabupaten Gresik,Kabupaten Lamongan,15,612500,GAS
1943,Kabupaten Gresik,Kabupaten Lamongan,25,962500,PADAT
1944,Kabupaten Gresik,Kabupaten Lamongan,30,1137500,CAIR
1945,Kabupaten Gresik,Kabupaten Bangkalan,15,657500,GAS
1946,Kabupaten Gresik,Kabupaten Bangkalan,25,1007500,PADAT
1947,Kabupaten Gresik,Kabupaten Bangkalan,30,1182500,CAIR
1948,Kabupaten Gresik,Kabupaten Sampang,15,780000,GAS
1949,Kabupaten Gresik,Kabupaten Sampang,25,1130000,PADAT
1950,Kabupaten Gresik,Kabupaten Sampang,30,1305000,CAIR
1951,Kabupaten Gresik,Kabupaten Pamekasan,15,857500,GAS
1952,Kabupaten Gresik,Kabupaten Pamekasan,25,1207500,PADAT
1953,Kabupaten Gresik,Kabupaten Pamekasan,30,1382500,CAIR
1954,Kabupaten Gresik,Kabupaten Sumenep,15,992500,GAS
1955,Kabupaten Gresik,Kabupaten Sumenep,25,1342500,PADAT
1956,Kabupaten Gresik,Kabupaten Sumenep,30,1517500,CAIR
